id,Classic,Deal,Flex,Saver
92637,0.29,0.27,0.27,0.18
92638,0.06,0.79,0.06,0.09
92639,0.48,0.14,0.09,0.28
92640,0.13,0.67,0.00,0.20
92641,0.15,0.66,0.02,0.17
92642,0.58,0.15,0.06,0.21
92643,0.46,0.16,0.05,0.33
92644,0.49,0.12,0.13,0.25
92645,0.56,0.06,0.18,0.20
92646,0.56,0.06,0.18,0.20
92647,0.61,0.15,0.03,0.21
92648,0.12,0.61,0.00,0.26
92649,0.58,0.15,0.06,0.21
92650,0.46,0.16,0.05,0.33
92651,0.50,0.18,0.02,0.30
92652,0.17,0.60,0.01,0.22
92653,0.29,0.27,0.27,0.18
92654,0.55,0.18,0.10,0.17
92655,0.55,0.18,0.10,0.17
92656,0.58,0.15,0.06,0.21
92657,0.29,0.27,0.27,0.18
92658,0.61,0.15,0.03,0.21
92659,0.56,0.06,0.18,0.20
92660,0.48,0.14,0.09,0.28
92661,0.50,0.18,0.02,0.30
92662,0.50,0.18,0.02,0.30
92663,0.48,0.14,0.09,0.28
92664,0.56,0.06,0.18,0.20
92665,0.08,0.77,0.01,0.14
92666,0.59,0.19,0.09,0.14
92667,0.56,0.06,0.18,0.20
92668,0.55,0.21,0.01,0.23
92669,0.49,0.12,0.13,0.25
92670,0.25,0.38,0.06,0.31
92671,0.58,0.15,0.06,0.21
92672,0.46,0.16,0.05,0.33
92673,0.58,0.15,0.06,0.21
92674,0.58,0.15,0.06,0.21
92675,0.49,0.12,0.13,0.25
92676,0.49,0.12,0.13,0.25
92677,0.43,0.30,0.07,0.21
92678,0.61,0.15,0.03,0.21
92679,0.46,0.16,0.05,0.33
92680,0.55,0.18,0.10,0.17
92681,0.55,0.21,0.01,0.23
92682,0.59,0.19,0.09,0.14
92683,0.58,0.15,0.06,0.21
92684,0.43,0.30,0.07,0.21
92685,0.48,0.14,0.09,0.28
92686,0.06,0.76,0.05,0.13
92687,0.43,0.30,0.07,0.21
92688,0.56,0.06,0.18,0.20
92689,0.58,0.15,0.06,0.21
92690,0.27,0.27,0.34,0.12
92691,0.50,0.18,0.02,0.30
92692,0.58,0.15,0.06,0.21
92693,0.55,0.21,0.01,0.23
92694,0.56,0.06,0.18,0.20
92695,0.56,0.06,0.18,0.20
92696,0.49,0.12,0.13,0.25
92697,0.56,0.06,0.18,0.20
92698,0.50,0.18,0.02,0.30
92699,0.25,0.38,0.06,0.31
92700,0.50,0.18,0.02,0.30
92701,0.49,0.12,0.13,0.25
92702,0.50,0.18,0.02,0.30
92703,0.43,0.30,0.07,0.21
92704,0.58,0.15,0.06,0.21
92705,0.54,0.22,0.04,0.20
92706,0.54,0.22,0.04,0.20
92707,0.06,0.76,0.05,0.13
92708,0.48,0.14,0.09,0.28
92709,0.25,0.38,0.06,0.31
92710,0.15,0.66,0.02,0.17
92711,0.50,0.18,0.02,0.30
92712,0.27,0.27,0.34,0.12
92713,0.25,0.31,0.28,0.16
92714,0.55,0.18,0.10,0.17
92715,0.49,0.12,0.13,0.25
92716,0.58,0.15,0.06,0.21
92717,0.25,0.38,0.06,0.31
92718,0.48,0.14,0.09,0.28
92719,0.48,0.14,0.09,0.28
92720,0.13,0.70,0.01,0.16
92721,0.25,0.38,0.06,0.31
92722,0.49,0.12,0.13,0.25
92723,0.48,0.14,0.09,0.28
92724,0.25,0.31,0.28,0.16
92725,0.58,0.15,0.06,0.21
92726,0.50,0.18,0.02,0.30
92727,0.49,0.12,0.13,0.25
92728,0.59,0.19,0.09,0.14
92729,0.29,0.27,0.27,0.18
92730,0.50,0.18,0.02,0.30
92731,0.59,0.19,0.09,0.14
92732,0.59,0.19,0.09,0.14
92733,0.49,0.12,0.13,0.25
92734,0.06,0.76,0.05,0.13
92735,0.08,0.77,0.01,0.14
92736,0.46,0.16,0.05,0.33
92737,0.55,0.18,0.10,0.17
92738,0.29,0.27,0.27,0.18
92739,0.55,0.21,0.01,0.23
92740,0.59,0.19,0.09,0.14
92741,0.50,0.18,0.02,0.30
92742,0.25,0.38,0.06,0.31
92743,0.25,0.31,0.28,0.16
92744,0.46,0.16,0.05,0.33
92745,0.12,0.61,0.00,0.26
92746,0.59,0.19,0.09,0.14
92747,0.46,0.16,0.05,0.33
92748,0.27,0.27,0.34,0.12
92749,0.13,0.70,0.01,0.16
92750,0.15,0.66,0.02,0.17
92751,0.50,0.18,0.02,0.30
92752,0.27,0.27,0.34,0.12
92753,0.56,0.06,0.18,0.20
92754,0.56,0.06,0.18,0.20
92755,0.48,0.14,0.09,0.28
92756,0.59,0.19,0.09,0.14
92757,0.14,0.56,0.02,0.28
92758,0.48,0.14,0.09,0.28
92759,0.25,0.38,0.06,0.31
92760,0.50,0.18,0.02,0.30
92761,0.18,0.60,0.01,0.22
92762,0.25,0.31,0.28,0.16
92763,0.18,0.60,0.01,0.22
92764,0.12,0.61,0.00,0.26
92765,0.55,0.18,0.10,0.17
92766,0.06,0.76,0.05,0.13
92767,0.18,0.60,0.01,0.22
92768,0.58,0.15,0.06,0.21
92769,0.58,0.15,0.06,0.21
92770,0.48,0.14,0.09,0.28
92771,0.25,0.38,0.06,0.31
92772,0.43,0.30,0.07,0.21
92773,0.17,0.60,0.01,0.22
92774,0.27,0.27,0.34,0.12
92775,0.59,0.19,0.09,0.14
92776,0.56,0.06,0.18,0.20
92777,0.46,0.16,0.05,0.33
92778,0.56,0.06,0.18,0.20
92779,0.61,0.15,0.03,0.21
92780,0.25,0.38,0.06,0.31
92781,0.56,0.06,0.18,0.20
92782,0.14,0.56,0.02,0.28
92783,0.56,0.06,0.18,0.20
92784,0.08,0.77,0.01,0.14
92785,0.56,0.06,0.18,0.20
92786,0.58,0.15,0.06,0.21
92787,0.12,0.56,0.01,0.30
92788,0.56,0.06,0.18,0.20
92789,0.12,0.61,0.00,0.26
92790,0.15,0.66,0.02,0.17
92791,0.58,0.15,0.06,0.21
92792,0.50,0.18,0.02,0.30
92793,0.43,0.30,0.07,0.21
92794,0.48,0.14,0.09,0.28
92795,0.55,0.21,0.01,0.23
92796,0.16,0.52,0.03,0.29
92797,0.61,0.15,0.03,0.21
92798,0.59,0.19,0.09,0.14
92799,0.56,0.06,0.18,0.20
92800,0.06,0.79,0.06,0.09
92801,0.48,0.14,0.09,0.28
92802,0.25,0.31,0.28,0.16
92803,0.05,0.80,0.04,0.11
92804,0.61,0.15,0.03,0.21
92805,0.13,0.70,0.01,0.16
92806,0.27,0.27,0.34,0.12
92807,0.58,0.15,0.06,0.21
92808,0.14,0.56,0.02,0.28
92809,0.29,0.27,0.27,0.18
92810,0.55,0.21,0.01,0.23
92811,0.12,0.61,0.00,0.26
92812,0.25,0.31,0.28,0.16
92813,0.48,0.14,0.09,0.28
92814,0.48,0.14,0.09,0.28
92815,0.55,0.18,0.10,0.17
92816,0.29,0.27,0.27,0.18
92817,0.43,0.30,0.07,0.21
92818,0.58,0.15,0.06,0.21
92819,0.55,0.18,0.10,0.17
92820,0.50,0.18,0.02,0.30
92821,0.46,0.16,0.05,0.33
92822,0.59,0.19,0.09,0.14
92823,0.56,0.06,0.18,0.20
92824,0.06,0.76,0.05,0.13
92825,0.59,0.19,0.09,0.14
92826,0.43,0.30,0.07,0.21
92827,0.55,0.18,0.10,0.17
92828,0.25,0.38,0.06,0.31
92829,0.08,0.77,0.01,0.14
92830,0.29,0.27,0.27,0.18
92831,0.12,0.61,0.00,0.26
92832,0.48,0.14,0.09,0.28
92833,0.59,0.19,0.09,0.14
92834,0.59,0.19,0.09,0.14
92835,0.50,0.18,0.02,0.30
92836,0.43,0.30,0.07,0.21
92837,0.55,0.18,0.10,0.17
92838,0.46,0.16,0.05,0.33
92839,0.25,0.31,0.28,0.16
92840,0.56,0.06,0.18,0.20
92841,0.27,0.27,0.34,0.12
92842,0.43,0.30,0.07,0.21
92843,0.13,0.67,0.00,0.20
92844,0.46,0.16,0.05,0.33
92845,0.06,0.79,0.06,0.09
92846,0.48,0.14,0.09,0.28
92847,0.48,0.14,0.09,0.28
92848,0.49,0.12,0.13,0.25
92849,0.50,0.18,0.02,0.30
92850,0.50,0.18,0.02,0.30
92851,0.29,0.27,0.27,0.18
92852,0.15,0.66,0.02,0.17
92853,0.50,0.18,0.02,0.30
92854,0.48,0.14,0.09,0.28
92855,0.29,0.27,0.27,0.18
92856,0.29,0.27,0.27,0.18
92857,0.56,0.06,0.18,0.20
92858,0.05,0.80,0.04,0.11
92859,0.46,0.16,0.05,0.33
92860,0.58,0.15,0.06,0.21
92861,0.59,0.19,0.09,0.14
92862,0.50,0.18,0.02,0.30
92863,0.43,0.30,0.07,0.21
92864,0.13,0.67,0.00,0.20
92865,0.14,0.56,0.02,0.28
92866,0.50,0.18,0.02,0.30
92867,0.43,0.30,0.07,0.21
92868,0.55,0.18,0.10,0.17
92869,0.54,0.22,0.04,0.20
92870,0.50,0.18,0.02,0.30
92871,0.56,0.06,0.18,0.20
92872,0.55,0.18,0.10,0.17
92873,0.56,0.06,0.18,0.20
92874,0.58,0.15,0.06,0.21
92875,0.61,0.15,0.03,0.21
92876,0.43,0.30,0.07,0.21
92877,0.49,0.12,0.13,0.25
92878,0.46,0.16,0.05,0.33
92879,0.56,0.06,0.18,0.20
92880,0.56,0.06,0.18,0.20
92881,0.25,0.31,0.28,0.16
92882,0.56,0.06,0.18,0.20
92883,0.18,0.60,0.01,0.22
92884,0.55,0.21,0.01,0.23
92885,0.46,0.16,0.05,0.33
92886,0.13,0.70,0.01,0.16
92887,0.55,0.18,0.10,0.17
92888,0.06,0.76,0.05,0.13
92889,0.48,0.14,0.09,0.28
92890,0.06,0.79,0.06,0.09
92891,0.58,0.15,0.06,0.21
92892,0.12,0.56,0.01,0.30
92893,0.61,0.15,0.03,0.21
92894,0.48,0.14,0.09,0.28
92895,0.43,0.30,0.07,0.21
92896,0.25,0.31,0.28,0.16
92897,0.25,0.31,0.28,0.16
92898,0.50,0.18,0.02,0.30
92899,0.27,0.27,0.34,0.12
92900,0.48,0.14,0.09,0.28
92901,0.61,0.15,0.03,0.21
92902,0.55,0.21,0.01,0.23
92903,0.12,0.61,0.00,0.26
92904,0.56,0.06,0.18,0.20
92905,0.55,0.18,0.10,0.17
92906,0.56,0.06,0.18,0.20
92907,0.55,0.21,0.01,0.23
92908,0.55,0.18,0.10,0.17
92909,0.61,0.15,0.03,0.21
92910,0.46,0.16,0.05,0.33
92911,0.56,0.06,0.18,0.20
92912,0.13,0.70,0.01,0.16
92913,0.14,0.56,0.02,0.28
92914,0.46,0.16,0.05,0.33
92915,0.58,0.15,0.06,0.21
92916,0.55,0.21,0.01,0.23
92917,0.49,0.12,0.13,0.25
92918,0.29,0.27,0.27,0.18
92919,0.18,0.60,0.01,0.22
92920,0.55,0.18,0.10,0.17
92921,0.58,0.15,0.06,0.21
92922,0.18,0.60,0.01,0.22
92923,0.14,0.56,0.02,0.28
92924,0.58,0.15,0.06,0.21
92925,0.55,0.21,0.01,0.23
92926,0.27,0.27,0.34,0.12
92927,0.61,0.15,0.03,0.21
92928,0.56,0.06,0.18,0.20
92929,0.59,0.19,0.09,0.14
92930,0.43,0.30,0.07,0.21
92931,0.58,0.15,0.06,0.21
92932,0.56,0.06,0.18,0.20
92933,0.13,0.70,0.01,0.16
92934,0.48,0.14,0.09,0.28
92935,0.59,0.19,0.09,0.14
92936,0.56,0.06,0.18,0.20
92937,0.25,0.31,0.28,0.16
92938,0.25,0.38,0.06,0.31
92939,0.43,0.30,0.07,0.21
92940,0.50,0.18,0.02,0.30
92941,0.50,0.18,0.02,0.30
92942,0.50,0.18,0.02,0.30
92943,0.55,0.21,0.01,0.23
92944,0.56,0.06,0.18,0.20
92945,0.49,0.12,0.13,0.25
92946,0.61,0.15,0.03,0.21
92947,0.56,0.06,0.18,0.20
92948,0.50,0.18,0.02,0.30
92949,0.54,0.22,0.04,0.20
92950,0.12,0.61,0.00,0.26
92951,0.46,0.16,0.05,0.33
92952,0.46,0.16,0.05,0.33
92953,0.43,0.30,0.07,0.21
92954,0.08,0.77,0.01,0.14
92955,0.15,0.66,0.02,0.17
92956,0.49,0.12,0.13,0.25
92957,0.43,0.30,0.07,0.21
92958,0.55,0.21,0.01,0.23
92959,0.61,0.15,0.03,0.21
92960,0.29,0.27,0.27,0.18
92961,0.61,0.15,0.03,0.21
92962,0.43,0.30,0.07,0.21
92963,0.55,0.21,0.01,0.23
92964,0.43,0.30,0.07,0.21
92965,0.56,0.06,0.18,0.20
92966,0.61,0.15,0.03,0.21
92967,0.12,0.61,0.00,0.26
92968,0.08,0.77,0.01,0.14
92969,0.55,0.18,0.10,0.17
92970,0.61,0.15,0.03,0.21
92971,0.48,0.14,0.09,0.28
92972,0.58,0.15,0.06,0.21
92973,0.46,0.16,0.05,0.33
92974,0.58,0.15,0.06,0.21
92975,0.25,0.38,0.06,0.31
92976,0.50,0.18,0.02,0.30
92977,0.55,0.18,0.10,0.17
92978,0.46,0.16,0.05,0.33
92979,0.18,0.60,0.01,0.22
92980,0.55,0.18,0.10,0.17
92981,0.59,0.19,0.09,0.14
92982,0.50,0.18,0.02,0.30
92983,0.56,0.06,0.18,0.20
92984,0.14,0.56,0.02,0.28
92985,0.13,0.70,0.01,0.16
92986,0.50,0.18,0.02,0.30
92987,0.43,0.30,0.07,0.21
92988,0.27,0.27,0.34,0.12
92989,0.50,0.18,0.02,0.30
92990,0.49,0.12,0.13,0.25
92991,0.14,0.56,0.02,0.28
92992,0.08,0.77,0.01,0.14
92993,0.12,0.61,0.00,0.26
92994,0.15,0.66,0.02,0.17
92995,0.61,0.15,0.03,0.21
92996,0.61,0.15,0.03,0.21
92997,0.17,0.60,0.01,0.22
92998,0.56,0.06,0.18,0.20
92999,0.58,0.15,0.06,0.21
93000,0.08,0.77,0.01,0.14
93001,0.55,0.18,0.10,0.17
93002,0.56,0.06,0.18,0.20
93003,0.56,0.06,0.18,0.20
93004,0.27,0.27,0.34,0.12
93005,0.56,0.06,0.18,0.20
93006,0.54,0.22,0.04,0.20
93007,0.08,0.77,0.01,0.14
93008,0.56,0.06,0.18,0.20
93009,0.27,0.27,0.34,0.12
93010,0.12,0.61,0.00,0.26
93011,0.48,0.14,0.09,0.28
93012,0.27,0.27,0.34,0.12
93013,0.15,0.66,0.02,0.17
93014,0.27,0.27,0.34,0.12
93015,0.61,0.15,0.03,0.21
93016,0.61,0.15,0.03,0.21
93017,0.25,0.31,0.28,0.16
93018,0.58,0.15,0.06,0.21
93019,0.12,0.61,0.00,0.26
93020,0.56,0.06,0.18,0.20
93021,0.48,0.14,0.09,0.28
93022,0.58,0.15,0.06,0.21
93023,0.59,0.19,0.09,0.14
93024,0.27,0.27,0.34,0.12
93025,0.58,0.15,0.06,0.21
93026,0.56,0.06,0.18,0.20
93027,0.55,0.21,0.01,0.23
93028,0.55,0.21,0.01,0.23
93029,0.54,0.22,0.04,0.20
93030,0.50,0.18,0.02,0.30
93031,0.49,0.12,0.13,0.25
93032,0.13,0.70,0.01,0.16
93033,0.61,0.15,0.03,0.21
93034,0.50,0.18,0.02,0.30
93035,0.13,0.70,0.01,0.16
93036,0.50,0.18,0.02,0.30
93037,0.08,0.77,0.01,0.14
93038,0.50,0.18,0.02,0.30
93039,0.27,0.27,0.34,0.12
93040,0.27,0.27,0.34,0.12
93041,0.58,0.15,0.06,0.21
93042,0.56,0.06,0.18,0.20
93043,0.50,0.18,0.02,0.30
93044,0.16,0.52,0.03,0.29
93045,0.49,0.12,0.13,0.25
93046,0.48,0.14,0.09,0.28
93047,0.43,0.30,0.07,0.21
93048,0.27,0.27,0.34,0.12
93049,0.59,0.19,0.09,0.14
93050,0.12,0.61,0.00,0.26
93051,0.50,0.18,0.02,0.30
93052,0.49,0.12,0.13,0.25
93053,0.48,0.14,0.09,0.28
93054,0.55,0.21,0.01,0.23
93055,0.56,0.06,0.18,0.20
93056,0.58,0.15,0.06,0.21
93057,0.25,0.38,0.06,0.31
93058,0.59,0.19,0.09,0.14
93059,0.25,0.38,0.06,0.31
93060,0.49,0.12,0.13,0.25
93061,0.46,0.16,0.05,0.33
93062,0.56,0.06,0.18,0.20
93063,0.59,0.19,0.09,0.14
93064,0.61,0.15,0.03,0.21
93065,0.55,0.18,0.10,0.17
93066,0.08,0.77,0.01,0.14
93067,0.56,0.06,0.18,0.20
93068,0.13,0.67,0.00,0.20
93069,0.18,0.60,0.01,0.22
93070,0.61,0.15,0.03,0.21
93071,0.50,0.18,0.02,0.30
93072,0.56,0.06,0.18,0.20
93073,0.48,0.14,0.09,0.28
93074,0.56,0.06,0.18,0.20
93075,0.56,0.06,0.18,0.20
93076,0.25,0.31,0.28,0.16
93077,0.59,0.19,0.09,0.14
93078,0.46,0.16,0.05,0.33
93079,0.50,0.18,0.02,0.30
93080,0.56,0.06,0.18,0.20
93081,0.46,0.16,0.05,0.33
93082,0.50,0.18,0.02,0.30
93083,0.56,0.06,0.18,0.20
93084,0.06,0.79,0.06,0.09
93085,0.27,0.27,0.34,0.12
93086,0.15,0.66,0.02,0.17
93087,0.50,0.18,0.02,0.30
93088,0.61,0.15,0.03,0.21
93089,0.55,0.18,0.10,0.17
93090,0.29,0.27,0.27,0.18
93091,0.48,0.14,0.09,0.28
93092,0.12,0.61,0.00,0.26
93093,0.25,0.38,0.06,0.31
93094,0.56,0.06,0.18,0.20
93095,0.43,0.30,0.07,0.21
93096,0.61,0.15,0.03,0.21
93097,0.18,0.60,0.01,0.22
93098,0.25,0.31,0.28,0.16
93099,0.29,0.27,0.27,0.18
93100,0.50,0.18,0.02,0.30
93101,0.58,0.15,0.06,0.21
93102,0.46,0.16,0.05,0.33
93103,0.55,0.18,0.10,0.17
93104,0.61,0.15,0.03,0.21
93105,0.58,0.15,0.06,0.21
93106,0.46,0.16,0.05,0.33
93107,0.14,0.56,0.02,0.28
93108,0.55,0.18,0.10,0.17
93109,0.08,0.77,0.01,0.14
93110,0.15,0.66,0.02,0.17
93111,0.50,0.18,0.02,0.30
93112,0.29,0.27,0.27,0.18
93113,0.25,0.38,0.06,0.31
93114,0.56,0.06,0.18,0.20
93115,0.48,0.14,0.09,0.28
93116,0.49,0.12,0.13,0.25
93117,0.49,0.12,0.13,0.25
93118,0.49,0.12,0.13,0.25
93119,0.17,0.60,0.01,0.22
93120,0.49,0.12,0.13,0.25
93121,0.59,0.19,0.09,0.14
93122,0.49,0.12,0.13,0.25
93123,0.49,0.12,0.13,0.25
93124,0.27,0.27,0.34,0.12
93125,0.56,0.06,0.18,0.20
93126,0.46,0.16,0.05,0.33
93127,0.13,0.70,0.01,0.16
93128,0.55,0.18,0.10,0.17
93129,0.50,0.18,0.02,0.30
93130,0.25,0.38,0.06,0.31
93131,0.43,0.30,0.07,0.21
93132,0.16,0.52,0.03,0.29
93133,0.59,0.19,0.09,0.14
93134,0.49,0.12,0.13,0.25
93135,0.50,0.18,0.02,0.30
93136,0.14,0.56,0.02,0.28
93137,0.55,0.21,0.01,0.23
93138,0.49,0.12,0.13,0.25
93139,0.55,0.21,0.01,0.23
93140,0.46,0.16,0.05,0.33
93141,0.46,0.16,0.05,0.33
93142,0.50,0.18,0.02,0.30
93143,0.25,0.31,0.28,0.16
93144,0.50,0.18,0.02,0.30
93145,0.49,0.12,0.13,0.25
93146,0.12,0.61,0.00,0.26
93147,0.50,0.18,0.02,0.30
93148,0.50,0.18,0.02,0.30
93149,0.17,0.60,0.01,0.22
93150,0.56,0.06,0.18,0.20
93151,0.12,0.61,0.00,0.26
93152,0.48,0.14,0.09,0.28
93153,0.50,0.18,0.02,0.30
93154,0.55,0.18,0.10,0.17
93155,0.12,0.56,0.01,0.30
93156,0.48,0.14,0.09,0.28
93157,0.06,0.79,0.06,0.09
93158,0.29,0.27,0.27,0.18
93159,0.56,0.06,0.18,0.20
93160,0.55,0.21,0.01,0.23
93161,0.56,0.06,0.18,0.20
93162,0.50,0.18,0.02,0.30
93163,0.29,0.27,0.27,0.18
93164,0.15,0.66,0.02,0.17
93165,0.55,0.18,0.10,0.17
93166,0.12,0.61,0.00,0.26
93167,0.25,0.31,0.28,0.16
93168,0.55,0.21,0.01,0.23
93169,0.25,0.31,0.28,0.16
93170,0.55,0.21,0.01,0.23
93171,0.50,0.18,0.02,0.30
93172,0.55,0.18,0.10,0.17
93173,0.55,0.18,0.10,0.17
93174,0.14,0.56,0.02,0.28
93175,0.61,0.15,0.03,0.21
93176,0.46,0.16,0.05,0.33
93177,0.46,0.16,0.05,0.33
93178,0.15,0.66,0.02,0.17
93179,0.54,0.22,0.04,0.20
93180,0.49,0.12,0.13,0.25
93181,0.25,0.38,0.06,0.31
93182,0.49,0.12,0.13,0.25
93183,0.25,0.38,0.06,0.31
93184,0.43,0.30,0.07,0.21
93185,0.58,0.15,0.06,0.21
93186,0.46,0.16,0.05,0.33
93187,0.46,0.16,0.05,0.33
93188,0.58,0.15,0.06,0.21
93189,0.05,0.80,0.04,0.11
93190,0.58,0.15,0.06,0.21
93191,0.06,0.76,0.05,0.13
93192,0.25,0.31,0.28,0.16
93193,0.12,0.61,0.00,0.26
93194,0.49,0.12,0.13,0.25
93195,0.18,0.60,0.01,0.22
93196,0.59,0.19,0.09,0.14
93197,0.61,0.15,0.03,0.21
93198,0.48,0.14,0.09,0.28
93199,0.29,0.27,0.27,0.18
93200,0.12,0.61,0.00,0.26
93201,0.48,0.14,0.09,0.28
93202,0.46,0.16,0.05,0.33
93203,0.43,0.30,0.07,0.21
93204,0.08,0.77,0.01,0.14
93205,0.46,0.16,0.05,0.33
93206,0.15,0.66,0.02,0.17
93207,0.50,0.18,0.02,0.30
93208,0.29,0.27,0.27,0.18
93209,0.50,0.18,0.02,0.30
93210,0.05,0.80,0.04,0.11
93211,0.08,0.77,0.01,0.14
93212,0.25,0.31,0.28,0.16
93213,0.43,0.30,0.07,0.21
93214,0.48,0.14,0.09,0.28
93215,0.15,0.66,0.02,0.17
93216,0.49,0.12,0.13,0.25
93217,0.56,0.06,0.18,0.20
93218,0.50,0.18,0.02,0.30
93219,0.43,0.30,0.07,0.21
93220,0.46,0.16,0.05,0.33
93221,0.17,0.60,0.01,0.22
93222,0.55,0.21,0.01,0.23
93223,0.55,0.18,0.10,0.17
93224,0.08,0.77,0.01,0.14
93225,0.55,0.18,0.10,0.17
93226,0.55,0.21,0.01,0.23
93227,0.56,0.06,0.18,0.20
93228,0.48,0.14,0.09,0.28
93229,0.50,0.18,0.02,0.30
93230,0.58,0.15,0.06,0.21
93231,0.49,0.12,0.13,0.25
93232,0.43,0.30,0.07,0.21
93233,0.29,0.27,0.27,0.18
93234,0.55,0.18,0.10,0.17
93235,0.55,0.18,0.10,0.17
93236,0.17,0.60,0.01,0.22
93237,0.29,0.27,0.27,0.18
93238,0.06,0.76,0.05,0.13
93239,0.55,0.18,0.10,0.17
93240,0.46,0.16,0.05,0.33
93241,0.50,0.18,0.02,0.30
93242,0.46,0.16,0.05,0.33
93243,0.58,0.15,0.06,0.21
93244,0.08,0.77,0.01,0.14
93245,0.48,0.14,0.09,0.28
93246,0.50,0.18,0.02,0.30
93247,0.55,0.18,0.10,0.17
93248,0.61,0.15,0.03,0.21
93249,0.29,0.27,0.27,0.18
93250,0.49,0.12,0.13,0.25
93251,0.49,0.12,0.13,0.25
93252,0.12,0.61,0.00,0.26
93253,0.48,0.14,0.09,0.28
93254,0.50,0.18,0.02,0.30
93255,0.61,0.15,0.03,0.21
93256,0.56,0.06,0.18,0.20
93257,0.59,0.19,0.09,0.14
93258,0.08,0.77,0.01,0.14
93259,0.08,0.77,0.01,0.14
93260,0.06,0.76,0.05,0.13
93261,0.49,0.12,0.13,0.25
93262,0.12,0.61,0.00,0.26
93263,0.46,0.16,0.05,0.33
93264,0.46,0.16,0.05,0.33
93265,0.50,0.18,0.02,0.30
93266,0.55,0.21,0.01,0.23
93267,0.58,0.15,0.06,0.21
93268,0.46,0.16,0.05,0.33
93269,0.06,0.76,0.05,0.13
93270,0.61,0.15,0.03,0.21
93271,0.58,0.15,0.06,0.21
93272,0.15,0.66,0.02,0.17
93273,0.08,0.77,0.01,0.14
93274,0.49,0.12,0.13,0.25
93275,0.55,0.21,0.01,0.23
93276,0.55,0.21,0.01,0.23
93277,0.50,0.18,0.02,0.30
93278,0.56,0.06,0.18,0.20
93279,0.27,0.27,0.34,0.12
93280,0.43,0.30,0.07,0.21
93281,0.49,0.12,0.13,0.25
93282,0.06,0.76,0.05,0.13
93283,0.55,0.18,0.10,0.17
93284,0.25,0.38,0.06,0.31
93285,0.56,0.06,0.18,0.20
93286,0.15,0.66,0.02,0.17
93287,0.48,0.14,0.09,0.28
93288,0.46,0.16,0.05,0.33
93289,0.56,0.06,0.18,0.20
93290,0.12,0.61,0.00,0.26
93291,0.25,0.38,0.06,0.31
93292,0.27,0.27,0.34,0.12
93293,0.14,0.56,0.02,0.28
93294,0.59,0.19,0.09,0.14
93295,0.25,0.38,0.06,0.31
93296,0.55,0.18,0.10,0.17
93297,0.12,0.61,0.00,0.26
93298,0.15,0.66,0.02,0.17
93299,0.12,0.61,0.00,0.26
93300,0.56,0.06,0.18,0.20
93301,0.56,0.06,0.18,0.20
93302,0.55,0.21,0.01,0.23
93303,0.18,0.60,0.01,0.22
93304,0.49,0.12,0.13,0.25
93305,0.50,0.18,0.02,0.30
93306,0.29,0.27,0.27,0.18
93307,0.43,0.30,0.07,0.21
93308,0.29,0.27,0.27,0.18
93309,0.59,0.19,0.09,0.14
93310,0.05,0.80,0.04,0.11
93311,0.48,0.14,0.09,0.28
93312,0.55,0.18,0.10,0.17
93313,0.56,0.06,0.18,0.20
93314,0.55,0.21,0.01,0.23
93315,0.56,0.06,0.18,0.20
93316,0.55,0.21,0.01,0.23
93317,0.59,0.19,0.09,0.14
93318,0.46,0.16,0.05,0.33
93319,0.43,0.30,0.07,0.21
93320,0.48,0.14,0.09,0.28
93321,0.61,0.15,0.03,0.21
93322,0.58,0.15,0.06,0.21
93323,0.59,0.19,0.09,0.14
93324,0.12,0.56,0.01,0.30
93325,0.61,0.15,0.03,0.21
93326,0.55,0.21,0.01,0.23
93327,0.61,0.15,0.03,0.21
93328,0.61,0.15,0.03,0.21
93329,0.49,0.12,0.13,0.25
93330,0.61,0.15,0.03,0.21
93331,0.29,0.27,0.27,0.18
93332,0.06,0.79,0.06,0.09
93333,0.54,0.22,0.04,0.20
93334,0.56,0.06,0.18,0.20
93335,0.56,0.06,0.18,0.20
93336,0.56,0.06,0.18,0.20
93337,0.43,0.30,0.07,0.21
93338,0.59,0.19,0.09,0.14
93339,0.08,0.77,0.01,0.14
93340,0.58,0.15,0.06,0.21
93341,0.29,0.27,0.27,0.18
93342,0.55,0.21,0.01,0.23
93343,0.50,0.18,0.02,0.30
93344,0.50,0.18,0.02,0.30
93345,0.25,0.38,0.06,0.31
93346,0.43,0.30,0.07,0.21
93347,0.05,0.80,0.04,0.11
93348,0.29,0.27,0.27,0.18
93349,0.56,0.06,0.18,0.20
93350,0.56,0.06,0.18,0.20
93351,0.58,0.15,0.06,0.21
93352,0.50,0.18,0.02,0.30
93353,0.58,0.15,0.06,0.21
93354,0.43,0.30,0.07,0.21
93355,0.12,0.61,0.00,0.26
93356,0.25,0.31,0.28,0.16
93357,0.06,0.79,0.06,0.09
93358,0.50,0.18,0.02,0.30
93359,0.46,0.16,0.05,0.33
93360,0.56,0.06,0.18,0.20
93361,0.55,0.18,0.10,0.17
93362,0.25,0.38,0.06,0.31
93363,0.59,0.19,0.09,0.14
93364,0.43,0.30,0.07,0.21
93365,0.46,0.16,0.05,0.33
93366,0.16,0.69,0.02,0.13
93367,0.43,0.30,0.07,0.21
93368,0.61,0.15,0.03,0.21
93369,0.14,0.56,0.02,0.28
93370,0.58,0.15,0.06,0.21
93371,0.43,0.30,0.07,0.21
