id,Classic,Deal,Flex,Saver
71655,0.48,0.14,0.09,0.28
71656,0.55,0.21,0.01,0.23
71657,0.29,0.27,0.27,0.18
71658,0.49,0.12,0.13,0.25
71659,0.58,0.15,0.06,0.21
71660,0.55,0.18,0.10,0.17
71661,0.12,0.61,0.00,0.26
71662,0.55,0.21,0.01,0.23
71663,0.15,0.66,0.02,0.17
71664,0.16,0.69,0.02,0.13
71665,0.14,0.56,0.02,0.28
71666,0.27,0.27,0.34,0.12
71667,0.58,0.15,0.06,0.21
71668,0.55,0.21,0.01,0.23
71669,0.27,0.27,0.34,0.12
71670,0.43,0.30,0.07,0.21
71671,0.59,0.19,0.09,0.14
71672,0.43,0.30,0.07,0.21
71673,0.55,0.21,0.01,0.23
71674,0.50,0.18,0.02,0.30
71675,0.27,0.27,0.34,0.12
71676,0.49,0.12,0.13,0.25
71677,0.08,0.77,0.01,0.14
71678,0.48,0.14,0.09,0.28
71679,0.58,0.15,0.06,0.21
71680,0.56,0.06,0.18,0.20
71681,0.50,0.18,0.02,0.30
71682,0.43,0.30,0.07,0.21
71683,0.49,0.12,0.13,0.25
71684,0.50,0.18,0.02,0.30
71685,0.55,0.21,0.01,0.23
71686,0.54,0.22,0.04,0.20
71687,0.13,0.70,0.01,0.16
71688,0.50,0.18,0.02,0.30
71689,0.27,0.27,0.34,0.12
71690,0.48,0.14,0.09,0.28
71691,0.61,0.15,0.03,0.21
71692,0.56,0.06,0.18,0.20
71693,0.55,0.18,0.10,0.17
71694,0.55,0.18,0.10,0.17
71695,0.25,0.38,0.06,0.31
71696,0.55,0.21,0.01,0.23
71697,0.46,0.16,0.05,0.33
71698,0.55,0.18,0.10,0.17
71699,0.15,0.66,0.02,0.17
71700,0.29,0.27,0.27,0.18
71701,0.50,0.18,0.02,0.30
71702,0.50,0.18,0.02,0.30
71703,0.55,0.21,0.01,0.23
71704,0.25,0.31,0.28,0.16
71705,0.50,0.18,0.02,0.30
71706,0.55,0.18,0.10,0.17
71707,0.48,0.14,0.09,0.28
71708,0.59,0.19,0.09,0.14
71709,0.48,0.14,0.09,0.28
71710,0.55,0.21,0.01,0.23
71711,0.55,0.18,0.10,0.17
71712,0.59,0.19,0.09,0.14
71713,0.56,0.06,0.18,0.20
71714,0.59,0.19,0.09,0.14
71715,0.59,0.19,0.09,0.14
71716,0.27,0.27,0.34,0.12
71717,0.50,0.18,0.02,0.30
71718,0.56,0.06,0.18,0.20
71719,0.18,0.60,0.01,0.22
71720,0.16,0.69,0.02,0.13
71721,0.58,0.15,0.06,0.21
71722,0.50,0.18,0.02,0.30
71723,0.18,0.60,0.01,0.22
71724,0.25,0.31,0.28,0.16
71725,0.54,0.22,0.04,0.20
71726,0.46,0.16,0.05,0.33
71727,0.43,0.30,0.07,0.21
71728,0.48,0.14,0.09,0.28
71729,0.29,0.27,0.27,0.18
71730,0.49,0.12,0.13,0.25
71731,0.25,0.38,0.06,0.31
71732,0.55,0.18,0.10,0.17
71733,0.12,0.61,0.00,0.26
71734,0.16,0.69,0.02,0.13
71735,0.56,0.06,0.18,0.20
71736,0.15,0.66,0.02,0.17
71737,0.50,0.18,0.02,0.30
71738,0.48,0.14,0.09,0.28
71739,0.50,0.18,0.02,0.30
71740,0.56,0.06,0.18,0.20
71741,0.16,0.69,0.02,0.13
71742,0.55,0.21,0.01,0.23
71743,0.16,0.69,0.02,0.13
71744,0.55,0.18,0.10,0.17
71745,0.08,0.77,0.01,0.14
71746,0.27,0.27,0.34,0.12
71747,0.43,0.30,0.07,0.21
71748,0.08,0.77,0.01,0.14
71749,0.15,0.66,0.02,0.17
71750,0.49,0.12,0.13,0.25
71751,0.12,0.61,0.00,0.26
71752,0.25,0.31,0.28,0.16
71753,0.49,0.12,0.13,0.25
71754,0.29,0.27,0.27,0.18
71755,0.55,0.18,0.10,0.17
71756,0.58,0.15,0.06,0.21
71757,0.48,0.14,0.09,0.28
71758,0.61,0.15,0.03,0.21
71759,0.49,0.12,0.13,0.25
71760,0.08,0.77,0.01,0.14
71761,0.46,0.16,0.05,0.33
71762,0.48,0.14,0.09,0.28
71763,0.25,0.31,0.28,0.16
71764,0.50,0.18,0.02,0.30
71765,0.55,0.18,0.10,0.17
71766,0.12,0.61,0.00,0.26
71767,0.61,0.15,0.03,0.21
71768,0.56,0.06,0.18,0.20
71769,0.59,0.19,0.09,0.14
71770,0.25,0.31,0.28,0.16
71771,0.56,0.06,0.18,0.20
71772,0.12,0.61,0.00,0.26
71773,0.59,0.19,0.09,0.14
71774,0.43,0.30,0.07,0.21
71775,0.43,0.30,0.07,0.21
71776,0.12,0.61,0.00,0.26
71777,0.48,0.14,0.09,0.28
71778,0.56,0.06,0.18,0.20
71779,0.48,0.14,0.09,0.28
71780,0.13,0.67,0.00,0.20
71781,0.59,0.19,0.09,0.14
71782,0.29,0.27,0.27,0.18
71783,0.05,0.80,0.04,0.11
71784,0.48,0.14,0.09,0.28
71785,0.48,0.14,0.09,0.28
71786,0.50,0.18,0.02,0.30
71787,0.56,0.06,0.18,0.20
71788,0.13,0.67,0.00,0.20
71789,0.55,0.18,0.10,0.17
71790,0.50,0.18,0.02,0.30
71791,0.17,0.60,0.01,0.22
71792,0.46,0.16,0.05,0.33
71793,0.14,0.56,0.02,0.28
71794,0.05,0.80,0.04,0.11
71795,0.17,0.60,0.01,0.22
71796,0.43,0.30,0.07,0.21
71797,0.46,0.16,0.05,0.33
71798,0.49,0.12,0.13,0.25
71799,0.56,0.06,0.18,0.20
71800,0.58,0.15,0.06,0.21
71801,0.25,0.31,0.28,0.16
71802,0.27,0.27,0.34,0.12
71803,0.14,0.56,0.02,0.28
71804,0.29,0.27,0.27,0.18
71805,0.27,0.27,0.34,0.12
71806,0.15,0.66,0.02,0.17
71807,0.25,0.31,0.28,0.16
71808,0.55,0.21,0.01,0.23
71809,0.48,0.14,0.09,0.28
71810,0.43,0.30,0.07,0.21
71811,0.56,0.06,0.18,0.20
71812,0.46,0.16,0.05,0.33
71813,0.50,0.18,0.02,0.30
71814,0.55,0.21,0.01,0.23
71815,0.59,0.19,0.09,0.14
71816,0.12,0.56,0.01,0.30
71817,0.12,0.61,0.00,0.26
71818,0.43,0.30,0.07,0.21
71819,0.55,0.18,0.10,0.17
71820,0.56,0.06,0.18,0.20
71821,0.59,0.19,0.09,0.14
71822,0.61,0.15,0.03,0.21
71823,0.55,0.21,0.01,0.23
71824,0.48,0.14,0.09,0.28
71825,0.06,0.76,0.05,0.13
71826,0.43,0.30,0.07,0.21
71827,0.43,0.30,0.07,0.21
71828,0.55,0.21,0.01,0.23
71829,0.55,0.21,0.01,0.23
71830,0.55,0.21,0.01,0.23
71831,0.48,0.14,0.09,0.28
71832,0.55,0.18,0.10,0.17
71833,0.46,0.16,0.05,0.33
71834,0.50,0.18,0.02,0.30
71835,0.27,0.27,0.34,0.12
71836,0.48,0.14,0.09,0.28
71837,0.48,0.14,0.09,0.28
71838,0.15,0.66,0.02,0.17
71839,0.12,0.61,0.00,0.26
71840,0.56,0.06,0.18,0.20
71841,0.55,0.18,0.10,0.17
71842,0.27,0.27,0.34,0.12
71843,0.56,0.06,0.18,0.20
71844,0.61,0.15,0.03,0.21
71845,0.46,0.16,0.05,0.33
71846,0.56,0.06,0.18,0.20
71847,0.55,0.21,0.01,0.23
71848,0.56,0.06,0.18,0.20
71849,0.50,0.18,0.02,0.30
71850,0.56,0.06,0.18,0.20
71851,0.56,0.06,0.18,0.20
71852,0.16,0.69,0.02,0.13
71853,0.49,0.12,0.13,0.25
71854,0.56,0.06,0.18,0.20
71855,0.55,0.18,0.10,0.17
71856,0.43,0.30,0.07,0.21
71857,0.43,0.30,0.07,0.21
71858,0.55,0.18,0.10,0.17
71859,0.25,0.38,0.06,0.31
71860,0.29,0.27,0.27,0.18
71861,0.50,0.18,0.02,0.30
71862,0.56,0.06,0.18,0.20
71863,0.59,0.19,0.09,0.14
71864,0.50,0.18,0.02,0.30
71865,0.06,0.76,0.05,0.13
71866,0.50,0.18,0.02,0.30
71867,0.14,0.56,0.02,0.28
71868,0.43,0.30,0.07,0.21
71869,0.48,0.14,0.09,0.28
71870,0.29,0.27,0.27,0.18
71871,0.43,0.30,0.07,0.21
71872,0.43,0.30,0.07,0.21
71873,0.61,0.15,0.03,0.21
71874,0.55,0.21,0.01,0.23
71875,0.46,0.16,0.05,0.33
71876,0.55,0.18,0.10,0.17
71877,0.50,0.18,0.02,0.30
71878,0.59,0.19,0.09,0.14
71879,0.46,0.16,0.05,0.33
71880,0.16,0.69,0.02,0.13
71881,0.48,0.14,0.09,0.28
71882,0.55,0.18,0.10,0.17
71883,0.25,0.31,0.28,0.16
71884,0.55,0.18,0.10,0.17
71885,0.55,0.21,0.01,0.23
71886,0.50,0.18,0.02,0.30
71887,0.56,0.06,0.18,0.20
71888,0.56,0.06,0.18,0.20
71889,0.17,0.60,0.01,0.22
71890,0.61,0.15,0.03,0.21
71891,0.50,0.18,0.02,0.30
71892,0.14,0.56,0.02,0.28
71893,0.25,0.31,0.28,0.16
71894,0.29,0.27,0.27,0.18
71895,0.61,0.15,0.03,0.21
71896,0.25,0.31,0.28,0.16
71897,0.25,0.31,0.28,0.16
71898,0.27,0.27,0.34,0.12
71899,0.55,0.21,0.01,0.23
71900,0.43,0.30,0.07,0.21
71901,0.48,0.14,0.09,0.28
71902,0.15,0.66,0.02,0.17
71903,0.55,0.21,0.01,0.23
71904,0.50,0.18,0.02,0.30
71905,0.50,0.18,0.02,0.30
71906,0.56,0.06,0.18,0.20
71907,0.59,0.19,0.09,0.14
71908,0.61,0.15,0.03,0.21
71909,0.54,0.22,0.04,0.20
71910,0.61,0.15,0.03,0.21
71911,0.18,0.60,0.01,0.22
71912,0.50,0.18,0.02,0.30
71913,0.50,0.18,0.02,0.30
71914,0.12,0.61,0.00,0.26
71915,0.29,0.27,0.27,0.18
71916,0.55,0.18,0.10,0.17
71917,0.46,0.16,0.05,0.33
71918,0.29,0.27,0.27,0.18
71919,0.50,0.18,0.02,0.30
71920,0.55,0.18,0.10,0.17
71921,0.61,0.15,0.03,0.21
71922,0.49,0.12,0.13,0.25
71923,0.58,0.15,0.06,0.21
71924,0.56,0.06,0.18,0.20
71925,0.43,0.30,0.07,0.21
71926,0.56,0.06,0.18,0.20
71927,0.54,0.22,0.04,0.20
71928,0.55,0.21,0.01,0.23
71929,0.55,0.21,0.01,0.23
71930,0.55,0.21,0.01,0.23
71931,0.56,0.06,0.18,0.20
71932,0.06,0.79,0.06,0.09
71933,0.43,0.30,0.07,0.21
71934,0.27,0.27,0.34,0.12
71935,0.43,0.30,0.07,0.21
71936,0.15,0.66,0.02,0.17
71937,0.12,0.56,0.01,0.30
71938,0.55,0.18,0.10,0.17
71939,0.18,0.60,0.01,0.22
71940,0.49,0.12,0.13,0.25
71941,0.48,0.14,0.09,0.28
71942,0.46,0.16,0.05,0.33
71943,0.06,0.79,0.06,0.09
71944,0.56,0.06,0.18,0.20
71945,0.25,0.31,0.28,0.16
71946,0.46,0.16,0.05,0.33
71947,0.29,0.27,0.27,0.18
71948,0.27,0.27,0.34,0.12
71949,0.46,0.16,0.05,0.33
71950,0.05,0.80,0.04,0.11
71951,0.59,0.19,0.09,0.14
71952,0.29,0.27,0.27,0.18
71953,0.56,0.06,0.18,0.20
71954,0.50,0.18,0.02,0.30
71955,0.61,0.15,0.03,0.21
71956,0.56,0.06,0.18,0.20
71957,0.48,0.14,0.09,0.28
71958,0.50,0.18,0.02,0.30
71959,0.56,0.06,0.18,0.20
71960,0.50,0.18,0.02,0.30
71961,0.43,0.30,0.07,0.21
71962,0.56,0.06,0.18,0.20
71963,0.58,0.15,0.06,0.21
71964,0.49,0.12,0.13,0.25
71965,0.49,0.12,0.13,0.25
71966,0.29,0.27,0.27,0.18
71967,0.55,0.18,0.10,0.17
71968,0.61,0.15,0.03,0.21
71969,0.55,0.18,0.10,0.17
71970,0.12,0.61,0.00,0.26
71971,0.61,0.15,0.03,0.21
71972,0.46,0.16,0.05,0.33
71973,0.12,0.61,0.00,0.26
71974,0.56,0.06,0.18,0.20
71975,0.56,0.06,0.18,0.20
71976,0.15,0.66,0.02,0.17
71977,0.48,0.14,0.09,0.28
71978,0.25,0.31,0.28,0.16
71979,0.56,0.06,0.18,0.20
71980,0.55,0.18,0.10,0.17
71981,0.56,0.06,0.18,0.20
71982,0.12,0.61,0.00,0.26
71983,0.16,0.52,0.03,0.29
71984,0.16,0.69,0.02,0.13
71985,0.18,0.60,0.01,0.22
71986,0.14,0.56,0.02,0.28
71987,0.43,0.30,0.07,0.21
71988,0.12,0.61,0.00,0.26
71989,0.25,0.31,0.28,0.16
71990,0.14,0.56,0.02,0.28
71991,0.58,0.15,0.06,0.21
71992,0.46,0.16,0.05,0.33
71993,0.48,0.14,0.09,0.28
71994,0.55,0.21,0.01,0.23
71995,0.29,0.27,0.27,0.18
71996,0.55,0.21,0.01,0.23
71997,0.56,0.06,0.18,0.20
71998,0.46,0.16,0.05,0.33
71999,0.12,0.56,0.01,0.30
72000,0.58,0.15,0.06,0.21
72001,0.56,0.06,0.18,0.20
72002,0.56,0.06,0.18,0.20
72003,0.50,0.18,0.02,0.30
72004,0.48,0.14,0.09,0.28
72005,0.50,0.18,0.02,0.30
72006,0.27,0.27,0.34,0.12
72007,0.61,0.15,0.03,0.21
72008,0.56,0.06,0.18,0.20
72009,0.61,0.15,0.03,0.21
72010,0.50,0.18,0.02,0.30
72011,0.06,0.79,0.06,0.09
72012,0.50,0.18,0.02,0.30
72013,0.16,0.52,0.03,0.29
72014,0.50,0.18,0.02,0.30
72015,0.46,0.16,0.05,0.33
72016,0.13,0.70,0.01,0.16
72017,0.48,0.14,0.09,0.28
72018,0.56,0.06,0.18,0.20
72019,0.56,0.06,0.18,0.20
72020,0.49,0.12,0.13,0.25
72021,0.15,0.66,0.02,0.17
72022,0.46,0.16,0.05,0.33
72023,0.43,0.30,0.07,0.21
72024,0.56,0.06,0.18,0.20
72025,0.58,0.15,0.06,0.21
72026,0.12,0.56,0.01,0.30
72027,0.13,0.67,0.00,0.20
72028,0.48,0.14,0.09,0.28
72029,0.50,0.18,0.02,0.30
72030,0.58,0.15,0.06,0.21
72031,0.14,0.56,0.02,0.28
72032,0.59,0.19,0.09,0.14
72033,0.49,0.12,0.13,0.25
72034,0.43,0.30,0.07,0.21
72035,0.56,0.06,0.18,0.20
72036,0.12,0.56,0.01,0.30
72037,0.59,0.19,0.09,0.14
72038,0.08,0.77,0.01,0.14
72039,0.58,0.15,0.06,0.21
72040,0.12,0.61,0.00,0.26
72041,0.59,0.19,0.09,0.14
72042,0.61,0.15,0.03,0.21
72043,0.56,0.06,0.18,0.20
72044,0.59,0.19,0.09,0.14
72045,0.55,0.21,0.01,0.23
72046,0.55,0.21,0.01,0.23
72047,0.46,0.16,0.05,0.33
72048,0.12,0.61,0.00,0.26
72049,0.55,0.18,0.10,0.17
72050,0.29,0.27,0.27,0.18
72051,0.55,0.18,0.10,0.17
72052,0.15,0.66,0.02,0.17
72053,0.25,0.38,0.06,0.31
72054,0.48,0.14,0.09,0.28
72055,0.55,0.21,0.01,0.23
72056,0.50,0.18,0.02,0.30
72057,0.58,0.15,0.06,0.21
72058,0.49,0.12,0.13,0.25
72059,0.50,0.18,0.02,0.30
72060,0.59,0.19,0.09,0.14
72061,0.50,0.18,0.02,0.30
72062,0.29,0.27,0.27,0.18
72063,0.55,0.18,0.10,0.17
72064,0.25,0.31,0.28,0.16
72065,0.29,0.27,0.27,0.18
72066,0.56,0.06,0.18,0.20
72067,0.29,0.27,0.27,0.18
72068,0.55,0.21,0.01,0.23
72069,0.50,0.18,0.02,0.30
72070,0.13,0.67,0.00,0.20
72071,0.17,0.60,0.01,0.22
72072,0.56,0.06,0.18,0.20
72073,0.49,0.12,0.13,0.25
72074,0.29,0.27,0.27,0.18
72075,0.58,0.15,0.06,0.21
72076,0.29,0.27,0.27,0.18
72077,0.29,0.27,0.27,0.18
72078,0.25,0.38,0.06,0.31
72079,0.56,0.06,0.18,0.20
72080,0.56,0.06,0.18,0.20
72081,0.58,0.15,0.06,0.21
72082,0.46,0.16,0.05,0.33
72083,0.56,0.06,0.18,0.20
72084,0.48,0.14,0.09,0.28
72085,0.48,0.14,0.09,0.28
72086,0.27,0.27,0.34,0.12
72087,0.55,0.18,0.10,0.17
72088,0.55,0.18,0.10,0.17
72089,0.46,0.16,0.05,0.33
72090,0.48,0.14,0.09,0.28
72091,0.14,0.56,0.02,0.28
72092,0.49,0.12,0.13,0.25
72093,0.55,0.21,0.01,0.23
72094,0.50,0.18,0.02,0.30
72095,0.08,0.77,0.01,0.14
72096,0.48,0.14,0.09,0.28
72097,0.49,0.12,0.13,0.25
72098,0.55,0.18,0.10,0.17
72099,0.56,0.06,0.18,0.20
72100,0.55,0.21,0.01,0.23
72101,0.59,0.19,0.09,0.14
72102,0.55,0.18,0.10,0.17
72103,0.43,0.30,0.07,0.21
72104,0.48,0.14,0.09,0.28
72105,0.43,0.30,0.07,0.21
72106,0.16,0.69,0.02,0.13
72107,0.50,0.18,0.02,0.30
72108,0.27,0.27,0.34,0.12
72109,0.61,0.15,0.03,0.21
72110,0.43,0.30,0.07,0.21
72111,0.43,0.30,0.07,0.21
72112,0.25,0.31,0.28,0.16
72113,0.15,0.66,0.02,0.17
72114,0.50,0.18,0.02,0.30
72115,0.50,0.18,0.02,0.30
72116,0.55,0.21,0.01,0.23
72117,0.61,0.15,0.03,0.21
72118,0.56,0.06,0.18,0.20
72119,0.50,0.18,0.02,0.30
72120,0.59,0.19,0.09,0.14
72121,0.50,0.18,0.02,0.30
72122,0.58,0.15,0.06,0.21
72123,0.46,0.16,0.05,0.33
72124,0.56,0.06,0.18,0.20
72125,0.25,0.38,0.06,0.31
72126,0.50,0.18,0.02,0.30
72127,0.55,0.21,0.01,0.23
72128,0.61,0.15,0.03,0.21
72129,0.13,0.70,0.01,0.16
72130,0.25,0.31,0.28,0.16
72131,0.58,0.15,0.06,0.21
72132,0.12,0.61,0.00,0.26
72133,0.18,0.60,0.01,0.22
72134,0.50,0.18,0.02,0.30
72135,0.18,0.60,0.01,0.22
72136,0.59,0.19,0.09,0.14
72137,0.43,0.30,0.07,0.21
72138,0.43,0.30,0.07,0.21
72139,0.50,0.18,0.02,0.30
72140,0.43,0.30,0.07,0.21
72141,0.43,0.30,0.07,0.21
72142,0.12,0.61,0.00,0.26
72143,0.58,0.15,0.06,0.21
72144,0.48,0.14,0.09,0.28
72145,0.61,0.15,0.03,0.21
72146,0.14,0.56,0.02,0.28
72147,0.50,0.18,0.02,0.30
72148,0.49,0.12,0.13,0.25
72149,0.12,0.61,0.00,0.26
72150,0.55,0.18,0.10,0.17
72151,0.50,0.18,0.02,0.30
72152,0.50,0.18,0.02,0.30
72153,0.43,0.30,0.07,0.21
72154,0.58,0.15,0.06,0.21
72155,0.55,0.21,0.01,0.23
72156,0.54,0.22,0.04,0.20
72157,0.27,0.27,0.34,0.12
72158,0.50,0.18,0.02,0.30
72159,0.12,0.56,0.01,0.30
72160,0.58,0.15,0.06,0.21
72161,0.06,0.76,0.05,0.13
72162,0.55,0.21,0.01,0.23
72163,0.61,0.15,0.03,0.21
72164,0.56,0.06,0.18,0.20
72165,0.08,0.77,0.01,0.14
72166,0.16,0.69,0.02,0.13
72167,0.56,0.06,0.18,0.20
72168,0.27,0.27,0.34,0.12
72169,0.06,0.79,0.06,0.09
72170,0.59,0.19,0.09,0.14
72171,0.27,0.27,0.34,0.12
72172,0.56,0.06,0.18,0.20
72173,0.55,0.18,0.10,0.17
72174,0.55,0.18,0.10,0.17
72175,0.61,0.15,0.03,0.21
72176,0.56,0.06,0.18,0.20
72177,0.50,0.18,0.02,0.30
72178,0.59,0.19,0.09,0.14
72179,0.46,0.16,0.05,0.33
72180,0.12,0.61,0.00,0.26
72181,0.43,0.30,0.07,0.21
72182,0.48,0.14,0.09,0.28
72183,0.61,0.15,0.03,0.21
72184,0.13,0.70,0.01,0.16
72185,0.59,0.19,0.09,0.14
72186,0.27,0.27,0.34,0.12
72187,0.48,0.14,0.09,0.28
72188,0.13,0.67,0.00,0.20
72189,0.59,0.19,0.09,0.14
72190,0.12,0.56,0.01,0.30
72191,0.49,0.12,0.13,0.25
72192,0.59,0.19,0.09,0.14
72193,0.43,0.30,0.07,0.21
72194,0.49,0.12,0.13,0.25
72195,0.50,0.18,0.02,0.30
72196,0.55,0.21,0.01,0.23
72197,0.46,0.16,0.05,0.33
72198,0.49,0.12,0.13,0.25
72199,0.55,0.21,0.01,0.23
72200,0.49,0.12,0.13,0.25
72201,0.56,0.06,0.18,0.20
72202,0.49,0.12,0.13,0.25
72203,0.55,0.18,0.10,0.17
72204,0.55,0.18,0.10,0.17
72205,0.55,0.21,0.01,0.23
72206,0.56,0.06,0.18,0.20
72207,0.48,0.14,0.09,0.28
72208,0.59,0.19,0.09,0.14
72209,0.58,0.15,0.06,0.21
72210,0.55,0.21,0.01,0.23
72211,0.08,0.77,0.01,0.14
72212,0.46,0.16,0.05,0.33
72213,0.50,0.18,0.02,0.30
72214,0.25,0.38,0.06,0.31
72215,0.48,0.14,0.09,0.28
72216,0.55,0.18,0.10,0.17
72217,0.27,0.27,0.34,0.12
72218,0.06,0.79,0.06,0.09
72219,0.55,0.21,0.01,0.23
72220,0.56,0.06,0.18,0.20
72221,0.48,0.14,0.09,0.28
72222,0.50,0.18,0.02,0.30
72223,0.12,0.61,0.00,0.26
72224,0.50,0.18,0.02,0.30
72225,0.59,0.19,0.09,0.14
72226,0.46,0.16,0.05,0.33
72227,0.49,0.12,0.13,0.25
72228,0.25,0.38,0.06,0.31
72229,0.55,0.18,0.10,0.17
72230,0.17,0.60,0.01,0.22
72231,0.55,0.18,0.10,0.17
72232,0.06,0.79,0.06,0.09
72233,0.13,0.67,0.00,0.20
72234,0.50,0.18,0.02,0.30
72235,0.46,0.16,0.05,0.33
72236,0.59,0.19,0.09,0.14
72237,0.50,0.18,0.02,0.30
72238,0.48,0.14,0.09,0.28
72239,0.50,0.18,0.02,0.30
72240,0.49,0.12,0.13,0.25
72241,0.48,0.14,0.09,0.28
72242,0.25,0.38,0.06,0.31
72243,0.25,0.31,0.28,0.16
72244,0.43,0.30,0.07,0.21
72245,0.25,0.31,0.28,0.16
72246,0.50,0.18,0.02,0.30
72247,0.25,0.31,0.28,0.16
72248,0.58,0.15,0.06,0.21
72249,0.55,0.18,0.10,0.17
72250,0.58,0.15,0.06,0.21
72251,0.49,0.12,0.13,0.25
72252,0.58,0.15,0.06,0.21
72253,0.12,0.56,0.01,0.30
72254,0.59,0.19,0.09,0.14
72255,0.49,0.12,0.13,0.25
72256,0.61,0.15,0.03,0.21
72257,0.50,0.18,0.02,0.30
72258,0.55,0.18,0.10,0.17
72259,0.49,0.12,0.13,0.25
72260,0.29,0.27,0.27,0.18
72261,0.25,0.38,0.06,0.31
72262,0.49,0.12,0.13,0.25
72263,0.06,0.76,0.05,0.13
72264,0.49,0.12,0.13,0.25
72265,0.49,0.12,0.13,0.25
72266,0.61,0.15,0.03,0.21
72267,0.15,0.66,0.02,0.17
72268,0.08,0.77,0.01,0.14
72269,0.46,0.16,0.05,0.33
72270,0.25,0.31,0.28,0.16
72271,0.58,0.15,0.06,0.21
72272,0.61,0.15,0.03,0.21
72273,0.50,0.18,0.02,0.30
72274,0.12,0.61,0.00,0.26
72275,0.48,0.14,0.09,0.28
72276,0.46,0.16,0.05,0.33
72277,0.58,0.15,0.06,0.21
72278,0.48,0.14,0.09,0.28
72279,0.06,0.76,0.05,0.13
72280,0.55,0.21,0.01,0.23
72281,0.29,0.27,0.27,0.18
72282,0.61,0.15,0.03,0.21
72283,0.58,0.15,0.06,0.21
72284,0.56,0.06,0.18,0.20
72285,0.43,0.30,0.07,0.21
72286,0.48,0.14,0.09,0.28
72287,0.06,0.76,0.05,0.13
72288,0.49,0.12,0.13,0.25
72289,0.55,0.18,0.10,0.17
72290,0.61,0.15,0.03,0.21
72291,0.58,0.15,0.06,0.21
72292,0.18,0.60,0.01,0.22
72293,0.58,0.15,0.06,0.21
72294,0.56,0.06,0.18,0.20
72295,0.27,0.27,0.34,0.12
72296,0.05,0.80,0.04,0.11
72297,0.50,0.18,0.02,0.30
72298,0.46,0.16,0.05,0.33
72299,0.56,0.06,0.18,0.20
72300,0.55,0.21,0.01,0.23
72301,0.12,0.56,0.01,0.30
72302,0.58,0.15,0.06,0.21
72303,0.48,0.14,0.09,0.28
72304,0.56,0.06,0.18,0.20
72305,0.14,0.56,0.02,0.28
72306,0.55,0.18,0.10,0.17
72307,0.50,0.18,0.02,0.30
72308,0.50,0.18,0.02,0.30
72309,0.55,0.21,0.01,0.23
72310,0.48,0.14,0.09,0.28
72311,0.15,0.66,0.02,0.17
72312,0.56,0.06,0.18,0.20
72313,0.56,0.06,0.18,0.20
72314,0.58,0.15,0.06,0.21
72315,0.56,0.06,0.18,0.20
72316,0.13,0.70,0.01,0.16
72317,0.56,0.06,0.18,0.20
72318,0.25,0.31,0.28,0.16
72319,0.08,0.77,0.01,0.14
72320,0.61,0.15,0.03,0.21
72321,0.55,0.21,0.01,0.23
72322,0.06,0.79,0.06,0.09
72323,0.46,0.16,0.05,0.33
72324,0.50,0.18,0.02,0.30
72325,0.55,0.18,0.10,0.17
72326,0.61,0.15,0.03,0.21
72327,0.56,0.06,0.18,0.20
72328,0.25,0.31,0.28,0.16
72329,0.25,0.38,0.06,0.31
72330,0.58,0.15,0.06,0.21
72331,0.59,0.19,0.09,0.14
72332,0.55,0.21,0.01,0.23
72333,0.58,0.15,0.06,0.21
72334,0.25,0.31,0.28,0.16
72335,0.58,0.15,0.06,0.21
72336,0.50,0.18,0.02,0.30
72337,0.25,0.31,0.28,0.16
72338,0.50,0.18,0.02,0.30
72339,0.58,0.15,0.06,0.21
72340,0.61,0.15,0.03,0.21
72341,0.25,0.31,0.28,0.16
72342,0.15,0.66,0.02,0.17
72343,0.55,0.21,0.01,0.23
72344,0.55,0.21,0.01,0.23
72345,0.55,0.18,0.10,0.17
72346,0.27,0.27,0.34,0.12
72347,0.58,0.15,0.06,0.21
72348,0.48,0.14,0.09,0.28
72349,0.48,0.14,0.09,0.28
72350,0.48,0.14,0.09,0.28
72351,0.29,0.27,0.27,0.18
72352,0.48,0.14,0.09,0.28
72353,0.06,0.79,0.06,0.09
72354,0.61,0.15,0.03,0.21
72355,0.50,0.18,0.02,0.30
72356,0.06,0.79,0.06,0.09
72357,0.12,0.61,0.00,0.26
72358,0.29,0.27,0.27,0.18
72359,0.58,0.15,0.06,0.21
72360,0.06,0.76,0.05,0.13
72361,0.59,0.19,0.09,0.14
72362,0.13,0.70,0.01,0.16
72363,0.58,0.15,0.06,0.21
72364,0.50,0.18,0.02,0.30
72365,0.54,0.22,0.04,0.20
72366,0.14,0.56,0.02,0.28
72367,0.29,0.27,0.27,0.18
72368,0.61,0.15,0.03,0.21
72369,0.61,0.15,0.03,0.21
72370,0.54,0.22,0.04,0.20
72371,0.58,0.15,0.06,0.21
72372,0.58,0.15,0.06,0.21
72373,0.56,0.06,0.18,0.20
72374,0.56,0.06,0.18,0.20
72375,0.46,0.16,0.05,0.33
72376,0.55,0.18,0.10,0.17
72377,0.50,0.18,0.02,0.30
72378,0.50,0.18,0.02,0.30
72379,0.55,0.21,0.01,0.23
72380,0.17,0.60,0.01,0.22
72381,0.46,0.16,0.05,0.33
72382,0.16,0.69,0.02,0.13
72383,0.56,0.06,0.18,0.20
72384,0.50,0.18,0.02,0.30
72385,0.48,0.14,0.09,0.28
72386,0.16,0.69,0.02,0.13
72387,0.46,0.16,0.05,0.33
72388,0.50,0.18,0.02,0.30
72389,0.46,0.16,0.05,0.33
